,object,video_id
3267,boy,v_bx5ZHOUG-nI
3268,,v_K8ivAsscK98
3269,man,v_K8ivAsscK98
3270,man,v_K8ivAsscK98
3271,woman,v_9E-FFtZl9qM
3272,ups,v_9E-FFtZl9qM
3273,She,v_9E-FFtZl9qM
3274,woman,v_xpA16yFuDqw
3275,They,v_xpA16yFuDqw
3276,names,v_xpA16yFuDqw
3277,woman,v_lwqSz2Q2L-E
3278,woman,v_lwqSz2Q2L-E
3279,intro,v_5JkN8t5k0jU
3280,man,v_5JkN8t5k0jU
3281,He,v_5JkN8t5k0jU
3282,woman,v_LXHc1X1pKEM
3283,woman,v_LXHc1X1pKEM
3284,She,v_LXHc1X1pKEM
3285,She,v_LXHc1X1pKEM
3286,,v_LXHc1X1pKEM
3287,He,v_LXHc1X1pKEM
3288,Windsurfer,v_P6z57_sYXm8
3289,Windsurfer,v_P6z57_sYXm8
3290,Windsurfer,v_P6z57_sYXm8
3291,Windsurfer,v_P6z57_sYXm8
3292,Man,v_P6z57_sYXm8
3293,People,v_mb5CLhyHMvU
3294,boy,v_mb5CLhyHMvU
3295,They,v_mb5CLhyHMvU
3296,they,v_mb5CLhyHMvU
3297,man,v_XztphLXwZjU
3298,He,v_XztphLXwZjU
3299,Cars,v_KfP205pf7PU
3300,women,v_KfP205pf7PU
3301,women,v_KfP205pf7PU
3302,women,v_KfP205pf7PU
3303,woman,v_KfP205pf7PU
3304,woman,v_KfP205pf7PU
3305,,v_KfP205pf7PU
3306,bus,v_KfP205pf7PU
3307,shots,v_KfP205pf7PU
3308,person,v_bhAVJ2uUw0U
3309,woman,v_bhAVJ2uUw0U
3310,men,v_c1T9LbXOVUs
3311,men,v_c1T9LbXOVUs
3312,Swimmers,v_I7Sole68Gag
3313,swimmers,v_I7Sole68Gag
3314,They,v_I7Sole68Gag
3315,man,v_I7Sole68Gag
3316,woman,v_Sx7YgFLnwfM
3317,hand,v_Sx7YgFLnwfM
3318,man,v_Sx7YgFLnwfM
3319,group,v_0_9_HIvxNMw
3320,They,v_0_9_HIvxNMw
3321,competition,v_bqv3vCT0T5s
3322,She,v_bqv3vCT0T5s
3323,she,v_bqv3vCT0T5s
3324,group,v_5cTnHXcD7DE
3325,people,v_5cTnHXcD7DE
3326,People,v_5cTnHXcD7DE
3327,girl,v_SCM5-6hQCGY
3328,she,v_SCM5-6hQCGY
3329,she,v_SCM5-6hQCGY
3330,boy,v_SCM5-6hQCGY
3331,He,v_SCM5-6hQCGY
3332,woman,v_SlgBcsCTy58
3333,girl,v_SlgBcsCTy58
3334,She,v_SlgBcsCTy58
3335,man,v_wohWWAB47KM
3336,people,v_wohWWAB47KM
3337,skier,v_wohWWAB47KM
3338,page,v_BUk-fR6TAnk
3339,Scissors,v_BUk-fR6TAnk
3340,woman,v_BUk-fR6TAnk
3341,She,v_BUk-fR6TAnk
3342,She,v_BUk-fR6TAnk
3343,She,v_BUk-fR6TAnk
3344,Men,v_e6Dhfn1d3ic
3345,man,v_e6Dhfn1d3ic
3346,man,v_e6Dhfn1d3ic
3347,men,v_e6Dhfn1d3ic
3348,man,v_zTnRo6yABtg
3349,He,v_zTnRo6yABtg
3350,He,v_zTnRo6yABtg
3351,woman,v_FUrLg7FETWo
3352,woman,v_FUrLg7FETWo
3353,She,v_FUrLg7FETWo
3354,person,v_nDRaXY5ddPs
3355,dog,v_nDRaXY5ddPs
3356,They,v_nDRaXY5ddPs
3357,person,v_k_gjsTv-jy8
3358,They,v_k_gjsTv-jy8
3359,They,v_k_gjsTv-jy8
3360,They,v_k_gjsTv-jy8
3361,We,v_0JCM9uzZafU
3362,We,v_0JCM9uzZafU
3363,We,v_0JCM9uzZafU
3364,lady,v_0JCM9uzZafU
3365,lady,v_0JCM9uzZafU
3366,lady,v_0JCM9uzZafU
3367,She,v_0JCM9uzZafU
3368,sticks,v_0JCM9uzZafU
3369,person,v_8PkoDfbK5Bc
3370,People,v_8PkoDfbK5Bc
3371,man,v_8PkoDfbK5Bc
3372,People,v_y8OQkNk8WpY
3373,They,v_y8OQkNk8WpY
3374,men,v_y8OQkNk8WpY
3375,hands,v_Jo2-IPbuapw
3376,person,v_Jo2-IPbuapw
3377,person,v_Jo2-IPbuapw
3378,group,v_iNhoeDq_EBQ
3379,people,v_iNhoeDq_EBQ
3380,close,v_Jd3D2d-RwL0
3381,hand,v_Jd3D2d-RwL0
3382,man,v_Jd3D2d-RwL0
3383,pans,v_Jd3D2d-RwL0
3384,lady,v_sb0r71oGs3M
3385,lady,v_sb0r71oGs3M
3386,lady,v_sb0r71oGs3M
3387,People,v_zf4MXHeiSXs
3388,People,v_zf4MXHeiSXs
3389,people,v_zf4MXHeiSXs
3390,boys,v_N3WVKg7Q2io
3391,,v_N3WVKg7Q2io
3392,,v_N3WVKg7Q2io
3393,They,v_N3WVKg7Q2io
3394,sink,v_ub0pmYL8i5s
3395,person,v_ub0pmYL8i5s
3396,We,v_w50et2-vEOQ
3397,We,v_w50et2-vEOQ
3398,We,v_w50et2-vEOQ
3399,We,v_w50et2-vEOQ
3400,We,v_w50et2-vEOQ
3401,man,v_w50et2-vEOQ
3402,man,v_w50et2-vEOQ
3403,man,v_w50et2-vEOQ
3404,,v_BoKEPRjFydk
3405,athlete,v_BoKEPRjFydk
3406,athlete,v_BoKEPRjFydk
3407,athlete,v_BoKEPRjFydk
3408,athlete,v_BoKEPRjFydk
3409,He,v_BoKEPRjFydk
3410,athletes,v_BoKEPRjFydk
3411,bleachers,v_BoKEPRjFydk
3412,credits,v_QYU2srH753Q
3413,credits,v_QYU2srH753Q
3414,person,v_QYU2srH753Q
3415,person,v_QYU2srH753Q
3416,person,v_QYU2srH753Q
3417,person,v_QYU2srH753Q
3418,person,v_QYU2srH753Q
3419,Birds,v_QYU2srH753Q
3420,shadow,v_QYU2srH753Q
3421,,v_QYU2srH753Q
3422,,v_QYU2srH753Q
3423,lady,v_QYU2srH753Q
3424,man,v__i_ERtwvcJE
3425,man,v__i_ERtwvcJE
3426,camera,v__i_ERtwvcJE
3427,,v_4R5KDUqBPcU
3428,He,v_4R5KDUqBPcU
3429,he,v_4R5KDUqBPcU
3430,We,v_l8aaaDY4ehA
3431,It,v_l8aaaDY4ehA
3432,It,v_l8aaaDY4ehA
3433,He,v_l8aaaDY4ehA
3434,man,v_l8aaaDY4ehA
3435,intro,v_aFpWNTroghs
3436,man,v_aFpWNTroghs
3437,He,v_aFpWNTroghs
3438,He,v_aFpWNTroghs
3439,video,v_aFpWNTroghs
3440,woman,v_nsDyItaRUXI
3441,She,v_nsDyItaRUXI
3442,She,v_nsDyItaRUXI
3443,man,v_EoQgUlLb3U4
3444,man,v_EoQgUlLb3U4
3445,man,v_EoQgUlLb3U4
3446,hand,v_MRpg1K7YWSE
3447,camera,v_MRpg1K7YWSE
3448,RPM,v_ESsUwNlkJoo
3449,room,v_ESsUwNlkJoo
3450,They,v_ESsUwNlkJoo
3451,men,v_qkN9uA8izVE
3452,men,v_qkN9uA8izVE
3453,man,v_K-eZfCs8yOc
3454,man,v_K-eZfCs8yOc
3455,bikers,v_xj-f9hzQ3Lc
3456,Someone,v_xj-f9hzQ3Lc
3457,bar,v_xj-f9hzQ3Lc
3458,bike,v_RTIzzeNaH2Q
3459,man,v_RTIzzeNaH2Q
3460,man,v_A5JcwIaP30Y
3461,He,v_A5JcwIaP30Y
3462,He,v_A5JcwIaP30Y
3463,He,v_A5JcwIaP30Y
3464,People,v_gnVupEzu59g
3465,People,v_gnVupEzu59g
3466,man,v_gnVupEzu59g
3467,,v_6lIi6-Y6q10
3468,He,v_6lIi6-Y6q10
3469,He,v_6lIi6-Y6q10
3470,he,v_6lIi6-Y6q10
3471,man,v_bOULU-0Nloc
3472,man,v_bOULU-0Nloc
3473,man,v_bOULU-0Nloc
3474,man,v_bOULU-0Nloc
3475,man,v_bOULU-0Nloc
3476,man,v_bOULU-0Nloc
3477,woman,v_M_CU9guT3C0
3478,woman,v_M_CU9guT3C0
3479,she,v_M_CU9guT3C0
3480,,v_jwYgWG2fqOA
3481,dancer,v_jwYgWG2fqOA
3482,woman,v_jwYgWG2fqOA
3483,woman,v_jwYgWG2fqOA
3484,man,v_fO2fWjYEhMc
3485,ball,v_fO2fWjYEhMc
3486,We,v__pMQwrt-cf4
3487,We,v__pMQwrt-cf4
3488,We,v__pMQwrt-cf4
3489,man,v__pMQwrt-cf4
3490,man,v__pMQwrt-cf4
3491,woman,v_tGuPkIKGIK4
3492,woman,v_tGuPkIKGIK4
3493,woman,v_tGuPkIKGIK4
3494,dog,v_tGuPkIKGIK4
3495,girls,v_8ao9LZLn0Hs
3496,girls,v_8ao9LZLn0Hs
3497,girl,v_8ao9LZLn0Hs
3498,man,v_HGy8UgabFMw
3499,man,v_HGy8UgabFMw
3500,He,v_HGy8UgabFMw
3501,kitchens,v_mGLCCohSA0A
3502,man,v_mGLCCohSA0A
3503,man,v_mGLCCohSA0A
3504,product,v_mGLCCohSA0A
3505,block,v_mGLCCohSA0A
3506,men,v_mGLCCohSA0A
3507,picture,v_WEoelJQYlxk
3508,men,v_WEoelJQYlxk
3509,car,v_WEoelJQYlxk
3510,man,v_h9WOFfVGeAQ
3511,People,v_h9WOFfVGeAQ
3512,We,v_8EDq3cjHhz0
3513,We,v_8EDq3cjHhz0
3514,We,v_8EDq3cjHhz0
3515,We,v_8EDq3cjHhz0
3516,man,v_8EDq3cjHhz0
3517,newscaster,v_8EDq3cjHhz0
3518,pin,v_8EDq3cjHhz0
3519,man,v_wBwBm7Ju9a8
3520,man,v_wBwBm7Ju9a8
3521,man,v_wBwBm7Ju9a8
3522,man,v_wBwBm7Ju9a8
3523,man,v_wBwBm7Ju9a8
3524,woman,v_wBwBm7Ju9a8
3525,woman,v_wBwBm7Ju9a8
3526,close,v_wBbSb9Ubis4
3527,people,v_wBbSb9Ubis4
3528,bull,v_wBbSb9Ubis4
3529,man,v_kZMDKbfIis0
3530,people,v_kZMDKbfIis0
3531,He,v_kZMDKbfIis0
3532,man,v_6aWTCiY3eww
3533,man,v_6aWTCiY3eww
3534,We,v_NcEWimHnC54
3535,We,v_NcEWimHnC54
3536,We,v_NcEWimHnC54
3537,We,v_NcEWimHnC54
3538,We,v_NcEWimHnC54
3539,We,v_NcEWimHnC54
3540,names,v_NcEWimHnC54
3541,men,v_4CTczKzaPa4
3542,man,v_4CTczKzaPa4
3543,man,v_4CTczKzaPa4
3544,woman,v_4CTczKzaPa4
3545,man,v_beRmfL0Uh28
3546,water,v_beRmfL0Uh28
3547,flash,v_beRmfL0Uh28
3548,group,v_beRmfL0Uh28
3549,They,v_beRmfL0Uh28
3550,players,v_X74SOIQRD4M
3551,players,v_X74SOIQRD4M
3552,player,v_X74SOIQRD4M
3553,screen,v_RDCZQ0nWIPc
3554,man,v_RDCZQ0nWIPc
3555,outro,v_RDCZQ0nWIPc
3556,Members,v_7rf06_5zNJk
3557,They,v_7rf06_5zNJk
3558,,v_9ku5v_hSVMw
3559,He,v_9ku5v_hSVMw
3560,man,v_9ku5v_hSVMw
3561,chef,v_Y2gFwWnli4g
3562,She,v_Y2gFwWnli4g
3563,She,v_Y2gFwWnli4g
3564,She,v_Y2gFwWnli4g
3565,She,v_Y2gFwWnli4g
3566,She,v_Y2gFwWnli4g
3567,She,v_Y2gFwWnli4g
3568,She,v_Y2gFwWnli4g
3569,She,v_Y2gFwWnli4g
3570,person,v_6TgVNz6PATk
3571,people,v_6TgVNz6PATk
3572,woman,v_6TgVNz6PATk
3573,woman,v_xLRUuV1z3QA
3574,woman,v_xLRUuV1z3QA
3575,camel,v_xLRUuV1z3QA
3576,car,v_SwQbnQX7LCQ
3577,person,v_SwQbnQX7LCQ
3578,person,v_SwQbnQX7LCQ
3579,person,v_SwQbnQX7LCQ
3580,person,v_Lml6HGhM4yg
3581,He,v_Lml6HGhM4yg
3582,group,v_u1grT0O81Qg
3583,fencers,v_u1grT0O81Qg
3584,They,v_u1grT0O81Qg
3585,person,v_qCtoh8hxjOA
3586,She,v_qCtoh8hxjOA
3587,person,v_n18TxTWnbFI
3588,person,v_n18TxTWnbFI
3589,person,v_n18TxTWnbFI
3590,They,v_n18TxTWnbFI
3591,He,v_n18TxTWnbFI
3592,Someone,v_n18TxTWnbFI
3593,man,v_n18TxTWnbFI
3594,tree,v_VCdZ9gfzRWo
3595,man,v_VCdZ9gfzRWo
3596,dog,v_VCdZ9gfzRWo
3597,kid,v_Ok_Tjkob8IA
3598,woman,v_Ok_Tjkob8IA
3599,boy,v_1aRRlW0k-_4
3600,Kids,v_1aRRlW0k-_4
3601,man,v_1aRRlW0k-_4
3602,people,v_DRI64Xoxy5w
3603,boy,v_DRI64Xoxy5w
3604,he,v_DRI64Xoxy5w
3605,,v_h7cetqsBVn0
3606,,v_h7cetqsBVn0
3607,tourists,v_h7cetqsBVn0
3608,tourists,v_h7cetqsBVn0
3609,Men,v_h7cetqsBVn0
3610,camels,v_h7cetqsBVn0
3611,camels,v_h7cetqsBVn0
3612,glass,v__9h6NBOPTy8
3613,woman,v__9h6NBOPTy8
3614,She,v__9h6NBOPTy8
3615,,v_7-5sFmNf4i4
3616,They,v_7-5sFmNf4i4
3617,They,v_7-5sFmNf4i4
3618,members,v_7-5sFmNf4i4
3619,game,v_7-5sFmNf4i4
3620,player,v_DmTI8y6Anvo
3621,She,v_DmTI8y6Anvo
3622,person,v_seScyTd2XSc
3623,person,v_seScyTd2XSc
3624,faucet,v_seScyTd2XSc
3625,sponge,v_seScyTd2XSc
3626,baby,v_evj6y2xZCnM
3627,man,v_evj6y2xZCnM
3628,man,v_evj6y2xZCnM
3629,man,v_evj6y2xZCnM
3630,players,v_FnrvqpjHe6I
3631,players,v_FnrvqpjHe6I
3632,players,v_FnrvqpjHe6I
3633,Some,v_FnrvqpjHe6I
3634,group,v_PXvqhB91EkA
3635,people,v_PXvqhB91EkA
3636,woman,v_GEmuTigZlYA
3637,dog,v_GEmuTigZlYA
3638,person,v_YAm1JXAtqh4
3639,person,v_YAm1JXAtqh4
3640,credits,v_0_ZLjaAEx5s
3641,credits,v_0_ZLjaAEx5s
3642,lady,v_0_ZLjaAEx5s
3643,lady,v_0_ZLjaAEx5s
3644,lady,v_0_ZLjaAEx5s
3645,lady,v_0_ZLjaAEx5s
3646,lady,v_0_ZLjaAEx5s
3647,lady,v_0_ZLjaAEx5s
3648,People,v_XqW8wjFpGRU
3649,They,v_XqW8wjFpGRU
3650,man,v_4hbMYlgO8_o
3651,man,v_4hbMYlgO8_o
3652,person,v_6B3qNzgqnpc
3653,shot,v_6B3qNzgqnpc
3654,canoe,v_6B3qNzgqnpc
3655,man,v_d8M7yIj9jbE
3656,video,v_d8M7yIj9jbE
3657,people,v_d8M7yIj9jbE
3658,backyard,v_KmhzUY2ooCw
3659,people,v_KmhzUY2ooCw
3660,People,v_HKgnushHynQ
3661,People,v_HKgnushHynQ
3662,People,v_HKgnushHynQ
3663,People,v_HKgnushHynQ
3664,Girls,v_HKgnushHynQ
3665,lemon,v_MyPQ_e4dGDw
3666,Someone,v_MyPQ_e4dGDw
3667,half,v_MyPQ_e4dGDw
3668,They,v_MyPQ_e4dGDw
3669,crane,v_KNzFJses9jc
3670,camera,v_KNzFJses9jc
3671,women,v_H-fl49tiqGE
3672,women,v_H-fl49tiqGE
3673,calf,v_M2ntILX6VP0
3674,man,v_M2ntILX6VP0
3675,shots,v_M2ntILX6VP0
3676,People,v_1GzrcmQ5Pcc
3677,woman,v_1GzrcmQ5Pcc
3678,woman,v_1GzrcmQ5Pcc
3679,man,v_0L959X4oxaY
3680,woman,v_0L959X4oxaY
3681,She,v_0L959X4oxaY
3682,people,v_g7l-Y_bgPkI
3683,ball,v_g7l-Y_bgPkI
3684,ball,v_g7l-Y_bgPkI
3685,man,v_g7l-Y_bgPkI
3686,man,v_g7l-Y_bgPkI
3687,man,v_pmn8_4zKo7I
3688,They,v_pmn8_4zKo7I
3689,,v_pmn8_4zKo7I
3690,they,v_pmn8_4zKo7I
3691,men,v_URzytLugoVw
3692,man,v_URzytLugoVw
3693,man,v_URzytLugoVw
3694,ball,v_URzytLugoVw
3695,We,v_URzytLugoVw
3696,We,v_GgfyTMpHfnI
3697,We,v_GgfyTMpHfnI
3698,,v_GgfyTMpHfnI
3699,She,v_GgfyTMpHfnI
3700,girl,v_GgfyTMpHfnI
3701,girl,v_GgfyTMpHfnI
3702,camera,v_zPZGjZES31A
3703,camera,v_zPZGjZES31A
3704,man,v_zPZGjZES31A
3705,Woman,v_Ug3pM64HhK4
3706,,v_Ug3pM64HhK4
3707,She,v_Ug3pM64HhK4
3708,She,v_Ug3pM64HhK4
3709,braid,v_Ug3pM64HhK4
3710,man,v_MoVZoCmkdjY
3711,man,v_MoVZoCmkdjY
3712,woman,v_MoVZoCmkdjY
3713,She,v_MoVZoCmkdjY
3714,She,v_MoVZoCmkdjY
3715,man,v_HV_yqsiFoKA
3716,men,v_HV_yqsiFoKA
3717,people,v_HV_yqsiFoKA
3718,journalists,v_HV_yqsiFoKA
3719,introduction,v_Bbb8CybvMlk
3720,person,v_Bbb8CybvMlk
3721,shots,v_Bbb8CybvMlk
3722,She,v_Bbb8CybvMlk
3723,ideas,v_Bbb8CybvMlk
3724,video,v_Bbb8CybvMlk
3725,,v_HiEClhlj5_A
3726,men,v_HiEClhlj5_A
3727,They,v_HiEClhlj5_A
3728,fist,v_HiEClhlj5_A
3729,woman,v_IOoj4yWCoPg
3730,She,v_IOoj4yWCoPg
3731,She,v_IOoj4yWCoPg
3732,She,v_IOoj4yWCoPg
3733,man,v_xMQcYD044z4
3734,man,v_xMQcYD044z4
3735,man,v_xMQcYD044z4
3736,intro,v_0-CYG7bH54A
3737,person,v_0-CYG7bH54A
3738,person,v_0-CYG7bH54A
3739,They,v_0-CYG7bH54A
3740,who,v_GwJ9DmiW8dk
3741,woman,v_GwJ9DmiW8dk
3742,woman,v_GwJ9DmiW8dk
3743,woman,v_GwJ9DmiW8dk
3744,woman,v_GwJ9DmiW8dk
3745,twins,v_Ia3Aa4AO-_E
3746,man,v_Ia3Aa4AO-_E
3747,man,v_Ia3Aa4AO-_E
3748,Man,v_Ia3Aa4AO-_E
3749,People,v_3XUxm78gjJE
3750,person,v_3XUxm78gjJE
3751,audience,v_3XUxm78gjJE
3752,person,v_RclRzty0YVE
3753,person,v_RclRzty0YVE
3754,that,v_RclRzty0YVE
0,seen,v_QOlSCBRmfWY
1,dances,v_QOlSCBRmfWY
2,continues,v_QOlSCBRmfWY
3,starts,v_ehGHCYKzyZ8
4,ends,v_ehGHCYKzyZ8
5,lays,v_ehGHCYKzyZ8
6,begins,v_ehGHCYKzyZ8
7,are,v_ehGHCYKzyZ8
8,starts,v_ehGHCYKzyZ8
9,seen,v_nwznKOuZM7w
10,wax,v_nwznKOuZM7w
11,see,v_ogQozSI5V8U
12,walks,v_ogQozSI5V8U
13,turns,v_ogQozSI5V8U
14,sitting,v_nHE7u40plD0
15,stand,v_nHE7u40plD0
16,boy,v_nHE7u40plD0
17,poses,v_nHE7u40plD0
18,seen,v_69IsHpmRyfk
19,followed,v_69IsHpmRyfk
20,rubs,v_69IsHpmRyfk
21,shown,v_D18b2IZpxk0
22,walks,v_D18b2IZpxk0
23,covers,v_D18b2IZpxk0
24,mops,v_pizl41xmw7k
25,sets,v_pizl41xmw7k
26,walks,v_pizl41xmw7k
27,seen,v_oP77DgsbhKQ
28,mixes,v_oP77DgsbhKQ
29,measures,v_oP77DgsbhKQ
30,continues,v_oP77DgsbhKQ
31,walking,v_fzp5ooc727c
32,shown,v_fzp5ooc727c
33,stands,v_fzp5ooc727c
34,bends,v_fzp5ooc727c
35,was,v_fzp5ooc727c
36,placed,v_fzp5ooc727c
37,thrown,v_fzp5ooc727c
38,pictured,v_fzp5ooc727c
39,flashes,v_fzp5ooc727c
40,talking,v_LNKdVrX_0Fg
41,lays,v_LNKdVrX_0Fg
42,tapes,v_LNKdVrX_0Fg
43,sitting,v_t0ajvfx6dgA
44,playing,v_t0ajvfx6dgA
45,standing,v_t0ajvfx6dgA
46,seen,v_IoiDAHNryTk
47,climbs,v_IoiDAHNryTk
48,pans,v__yWADgOFxP0
49,zooms,v__yWADgOFxP0
50,seen,v_AGgJVF3nT6I
51,slides,v_AGgJVF3nT6I
52,sitting,v_XD3yFrJHiv8
53,talks,v_XD3yFrJHiv8
54,picks,v_XD3yFrJHiv8
55,end,v_XD3yFrJHiv8
56,begin,v_XD3yFrJHiv8
57,seen,v_lZKrd84QElk
58,gives,v_lZKrd84QElk
59,shares,v_lZKrd84QElk
60,are,v_6lYTHj9vImo
61,have,v_6lYTHj9vImo
62,take,v_6lYTHj9vImo
63,take,v_6lYTHj9vImo
64,seen,v_E3QtX6r9QX0
65,continue,v_E3QtX6r9QX0
66,seen,v_iYxj8a1TPYk
67,seen,v_iYxj8a1TPYk
68,standing,v_cp52LdlmlUk
69,continue,v_cp52LdlmlUk
70,stepping,v_cp52LdlmlUk
71,played,v_bpg2PC2neQM
72,includes,v_bpg2PC2neQM
73,turns,v_bpg2PC2neQM
74,playing,v_RgzbNJPchqc
75,start,v_RgzbNJPchqc
76,seen,v__zHSfEhEqkU
77,continues,v__zHSfEhEqkU
78,stand,v_dAjhBWalWRM
79,cards,v_dAjhBWalWRM
80,pulled,v_zihMznAYlV0
81,jumps,v_zihMznAYlV0
82,give,v_zihMznAYlV0
83,waives,v_zihMznAYlV0
84,man,v_zihMznAYlV0
85,spins,v_zihMznAYlV0
86,jumps,v_zihMznAYlV0
87,goes,v_zihMznAYlV0
88,bounces,v_zihMznAYlV0
89,sitting,v_---9CpRcKoU
90,holding,v_---9CpRcKoU
91,drinking,v_---9CpRcKoU
92,laying,v_epqnpUCVLK8
93,falls,v_epqnpUCVLK8
94,tries,v_epqnpUCVLK8
95,retrieves,v_epqnpUCVLK8
96,puts,v_GFE2wAi9fjo
97,buckles,v_GFE2wAi9fjo
98,seen,v_W19-fYOO9sg
99,uses,v_W19-fYOO9sg
100,pushes,v_W19-fYOO9sg
101,seen,v_m22TDwfa8go
102,"""s""",v_m22TDwfa8go
103,pours,v_m22TDwfa8go
104,pours,v_m22TDwfa8go
105,stand,v_V_Nj_BhesEY
106,takes,v_V_Nj_BhesEY
107,watch,v_V_Nj_BhesEY
108,proceeds,v_V_Nj_BhesEY
109,holding,v_p9iE8iemCMs
110,shows,v_p9iE8iemCMs
111,shows,v_p9iE8iemCMs
112,talks,v_p9iE8iemCMs
113,shows,v_fN2DiOswmOA
114,mixing,v_fN2DiOswmOA
115,places,v_fN2DiOswmOA
116,showing,v_fN2DiOswmOA
117,slicing,v_fN2DiOswmOA
118,chops,v_fN2DiOswmOA
119,is,v_fN2DiOswmOA
120,trip,v_fN2DiOswmOA
121,are,v_fN2DiOswmOA
122,make,v_fN2DiOswmOA
123,eats,v_fN2DiOswmOA
124,shown,v_fN2DiOswmOA
125,displayed,v_fN2DiOswmOA
126,perform,v_37pwbUp8t1I
127,doing,v_37pwbUp8t1I
128,shown,v_TmI9MxCDBMw
129,go,v_TmI9MxCDBMw
130,see,v_TmI9MxCDBMw
131,are,v_4x7HYKV8zkY
132,do,v_4x7HYKV8zkY
133,lift,v_4x7HYKV8zkY
134,pans,v__Af_9cK5x4E
135,shown,v__Af_9cK5x4E
136,rotates,v__Af_9cK5x4E
137,is,v__Af_9cK5x4E
138,shows,v__Af_9cK5x4E
139,continue,v__Af_9cK5x4E
140,walking,v_y5j9TqTy9Xw
141,takes,v_y5j9TqTy9Xw
142,jumps,v_y5j9TqTy9Xw
143,slicing,v_Kp7pUEKrb8Q
144,put,v_Kp7pUEKrb8Q
145,strain,v_Kp7pUEKrb8Q
146,put,v_Kp7pUEKrb8Q
147,scrubs,v_5lre5zbUV1Q
148,uses,v_5lre5zbUV1Q
149,turns,v_5lre5zbUV1Q
150,returns,v_5lre5zbUV1Q
151,shown,v_huFuRGoZt9I
152,lays,v_huFuRGoZt9I
153,are,v_CmEQjszPDrg
154,seems,v_CmEQjszPDrg
155,shown,v_CmEQjszPDrg
156,shown,v_RULNhPrXnfA
157,shown,v_RULNhPrXnfA
158,shows,v_RULNhPrXnfA
159,shown,v_RULNhPrXnfA
160,speaks,v_RULNhPrXnfA
161,standing,v_Zd22n1caVgM
162,puts,v_Zd22n1caVgM
163,kicks,v_Zd22n1caVgM
164,kneels,v_Zd22n1caVgM
165,seen,v_ZKP5J7OKEvI
166,continue,v_ZKP5J7OKEvI
167,tests,v_44BfVJnhBgc
168,runs,v_44BfVJnhBgc
169,seen,v_VFOjLDa5VtA
170,hit,v_VFOjLDa5VtA
171,continue,v_VFOjLDa5VtA
172,introduces,v_O-zE1-Yw3w0
173,places,v_O-zE1-Yw3w0
174,covers,v_O-zE1-Yw3w0
175,uses,v_LFeoVokXAFY
176,swings,v_LFeoVokXAFY
177,misses,v_LFeoVokXAFY
178,throw,v_HxJnPUqF9i8
179,train,v_HxJnPUqF9i8
180,practices,v_HxJnPUqF9i8
181,practices,v_HxJnPUqF9i8
182,swings,v_HxJnPUqF9i8
183,throws,v_HxJnPUqF9i8
184,see,v_FKl0077EUoY
185,see,v_FKl0077EUoY
186,touches,v_FKl0077EUoY
187,turns,v_FKl0077EUoY
188,seen,v_Y_dtU10XIsg
189,is,v_Y_dtU10XIsg
190,wags,v_Y_dtU10XIsg
191,exercise,v_x4iCAIPRDVQ
192,pass,v_x4iCAIPRDVQ
193,walk,v_x4iCAIPRDVQ
194,playing,v_NwfS7eZiMLg
195,starts,v_NwfS7eZiMLg
196,finishes,v_NwfS7eZiMLg
197,working,v_aJbl1eVBzk0
198,put,v_aJbl1eVBzk0
199,put,v_aJbl1eVBzk0
200,put,v_aJbl1eVBzk0
201,giving,v_UYHgieL5IKM
202,cuts,v_UYHgieL5IKM
203,talks,v_UYHgieL5IKM
204,seated,v_f0CViWbj3V4
205,plays,v_f0CViWbj3V4
206,seen,v_f0CViWbj3V4
207,goes,v_h8J08sJ2no0
208,walk,v_h8J08sJ2no0
209,seen,v_g0XO-rWHmzs
210,does,v_g0XO-rWHmzs
211,seen,v_rBaR5xF8orE
212,continues,v_rBaR5xF8orE
213,standing,v_i2u80Y3BMYs
214,shown,v_i2u80Y3BMYs
215,shown,v_i2u80Y3BMYs
216,seen,v_WvxwmaDFGqk
217,leans,v_WvxwmaDFGqk
218,performing,v_WvxwmaDFGqk
219,using,v_xmag8UI8iws
220,blow,v_xmag8UI8iws
221,walk,v_xmag8UI8iws
222,sitting,v_N9LTq3gYmsI
223,starts,v_N9LTq3gYmsI
224,placed,v_N9LTq3gYmsI
225,seated,v_pZ8QqpYu-H8
226,looks,v_pZ8QqpYu-H8
227,runs,v_4hmJfJo6UI8
228,plows,v_4hmJfJo6UI8
229,repeated,v_4hmJfJo6UI8
230,shown,v_TEaugXCX1m4
231,rides,v_TEaugXCX1m4
232,completes,v_TEaugXCX1m4
233,shown,v_9rW35YTKYq8
234,shows,v_9rW35YTKYq8
235,pans,v_9rW35YTKYq8
236,zooms,v_hoisfXCLJDQ
237,seen,v_hoisfXCLJDQ
238,continue,v_hoisfXCLJDQ
239,train,v_mnqSG5o84NE
240,stands,v_mnqSG5o84NE
241,trains,v_mnqSG5o84NE
242,lye,v_mnqSG5o84NE
243,shown,v_IWuiVS3-Z7k
244,running,v_IWuiVS3-Z7k
245,shoot,v_IWuiVS3-Z7k
246,dances,v_IWuiVS3-Z7k
247,seen,v_nvsK9ggeics
248,continues,v_nvsK9ggeics
249,has,v_rAuz_Pf3lp8
250,sit,v_rAuz_Pf3lp8
251,watch,v_rAuz_Pf3lp8
252,appears,v_rAuz_Pf3lp8
253,ends,v_rAuz_Pf3lp8
254,plays,v_pxb95-aSDYo
255,sings,v_pxb95-aSDYo
